cur_bw_cam;cur_bw_hr;cur_bw_dht;cur_delay_cam;cur_delay_hr;cur_delay_dht;action;reward;next_bw_cam;next_bw_hr;next_bw_dht;next_delay_cam;next_delay_hr;next_delay_dht;next_prio_cam;next_prio_hr;next_prio_dht;next_pkt_cam;next_pkt_hr;next_pkt_dht;done
5.422.384;618.424;5.425.968;5.0;2.0;5.0;3;29.788;5.422.384;618.424;5.425.968;2.115.201.769.474.190;14.926.757.268.477.400;20.545.399.281.637.700;1;1;1;661;754;662;FALSE
5.422.384;618.424;5.425.968;5.0;2.0;5.0;0;29.743;5.422.384;618.424;5.425.968;2.507.147.604.996.920;16.720.772.917.222.900;39.539.413.460.719.700;2;1;0;661;754;662;FALSE
5.422.384;618.424;5.425.968;5.0;2.0;5.0;1;29.838;5.422.384;618.424;5.425.968;29.354.988.515.720.600;0.5837581154363456;4.451.157.549.776.100;1;2;0;661;754;662;FALSE
5.422.384;618.424;5.425.968;5.0;2.0;5.0;2;29.773;5.422.384;618.424;5.425.968;26.969.536.042.952.800;15.806.084.145.460.900;1.476.809.170.922.030;0;1;2;661;754;662;FALSE
5.422.384;618.424;5.425.968;5.0;2.0;5.0;3;29.794;5.422.384;618.424;5.425.968;1.412.795.918.307.250;15.301.393.906.520.300;24.771.682.946.680.800;1;1;1;661;754;662;FALSE
5.324.368;6.104.656;5.317.496;5.0;2.0;5.0;0;29.677;5.324.368;6.104.656;5.317.496;0.905984416042251;2.630.954.597.466.950;4.159.685.281.407.890;2;1;0;649;745;649;FALSE
5.324.368;6.104.656;5.317.496;5.0;2.0;5.0;1;29.737;5.324.368;6.104.656;5.317.496;21.834.825.777.215.200;18.018.450.474.646.500;38.871.468.652.280.000;1;2;0;649;745;649;FALSE
5.324.368;6.104.656;5.317.496;5.0;2.0;5.0;2;29.752;5.324.368;6.104.656;5.317.496;33.501.706.864.537.700;16.255.705.281.271.900;18.256.543.204.774.900;0;1;2;649;745;649;FALSE
5.324.368;6.104.656;5.317.496;5.0;2.0;5.0;3;29.791;5.324.368;6.104.656;5.317.496;23.863.757.616.178.100;14.100.384.401.742.300;2.072.879.030.768.990;1;1;1;649;745;649;FALSE
5.324.368;6.104.656;5.317.496;5.0;2.0;5.0;0;29.689;5.324.368;6.104.656;5.317.496;22.590.580.368.698.100;21.529.516.811.204.900;5.046.038.478.537.350;2;1;0;649;745;649;FALSE
5.324.368;6.104.656;5.317.496;5.0;2.0;5.0;1;29.696;5.324.368;6.104.656;5.317.496;30.634.908.762.712.300;19.137.962.933.411.100;5.104.598.062.423.450;1;2;0;649;745;649;FALSE
5.324.368;6.104.656;5.317.496;5.0;2.0;5.0;2;29.786;5.324.368;6.104.656;5.317.496;19.696.706.678.346.500;16.078.604.439.306.800;14.130.927.293.145.300;0;1;2;649;745;649;FALSE
5.324.368;6.104.656;5.317.496;5.0;2.0;5.0;3;29.794;5.324.368;6.104.656;5.317.496;3.081.732.306.010.060;12.748.499.761.235.500;16.915.458.770.733.600;1;1;1;649;745;649;FALSE
5.324.368;6.104.656;5.317.496;5.0;2.0;5.0;0;29.767;5.324.368;6.104.656;5.317.496;0.7422587934236102;1.867.379.308.130.840;31.753.997.208.685.400;2;1;0;649;745;649;FALSE
5.324.368;6.104.656;5.317.496;5.0;2.0;5.0;1;29.711;5.324.368;6.104.656;5.317.496;2.434.055.784.354.100;19.759.802.095.392.400;42.685.335.367.842.300;1;2;0;649;745;649;FALSE
5.324.368;6.104.656;5.317.496;5.0;2.0;5.0;2;29.649;5.324.368;6.104.656;5.317.496;27.129.972.756.074.500;2.823.382.337.911.440;14.158.634.054.954.500;0;1;2;649;745;649;FALSE
5.324.368;6.104.656;5.317.496;5.0;2.0;5.0;3;29.628;5.324.368;6.104.656;5.317.496;2.418.446.385.998.710;3.105.653.505.691.330;13.171.336.842.956.600;1;1;1;649;745;649;FALSE
5.158.112;5.905.632;5.162.664;5.0;2.0;5.0;0;29.706;5.158.112;5.905.632;5.162.664;11.871.098.643.609.800;22.358.817.484.730.300;4.686.142.207.212.260;2;1;0;629;720;630;FALSE
5.158.112;5.905.632;5.162.664;5.0;2.0;5.0;1;2.979;5.158.112;5.905.632;5.162.664;30.184.093.962.985.500;10.001.891.239.907.300;4.942.268.158.316.670;1;2;0;629;720;630;FALSE
5.158.112;5.905.632;5.162.664;5.0;2.0;5.0;2;29.787;5.158.112;5.905.632;5.162.664;23.499.910.832.015.900;1.556.493.864.519.900;1.041.058.752.780.230;0;1;2;629;720;630;FALSE
5.158.112;5.905.632;5.162.664;5.0;2.0;5.0;3;29.757;5.158.112;5.905.632;5.162.664;11.233.781.138.836.600;20.325.818.170.834.900;1.771.389.435.598.280;1;1;1;629;720;630;FALSE
5.480.976;6.116.336;547.688;5.0;2.0;5.0;0;29.687;5.480.976;6.116.336;547.688;0.7966536605385615;25.534.616.243.044.400;4.132.618.923.666.650;2;1;0;669;746;668;FALSE
5.480.976;6.116.336;547.688;5.0;2.0;5.0;1;29.661;5.480.976;6.116.336;547.688;2.989.209.029.007.490;2.405.954.136.182.970;38.178.990.638.642.700;1;2;0;669;746;668;FALSE
5.480.976;6.116.336;547.688;5.0;2.0;5.0;2;29.716;5.480.976;6.116.336;547.688;28.364.068.896.787.100;21.274.219.506.333.000;14.104.806.306.806.400;0;1;2;669;746;668;FALSE
5.480.976;6.116.336;547.688;5.0;2.0;5.0;3;29.679;5.480.976;6.116.336;547.688;12.813.053.406.326.600;264.534.577.424.295;31.068.062.896.350.800;1;1;1;669;746;668;FALSE
5.480.976;6.116.336;547.688;5.0;2.0;5.0;0;29.627;5.480.976;6.116.336;547.688;0.8464032654805449;3.234.449.441.061.860;32.885.806.621.679.100;2;1;0;669;746;668;FALSE
5.480.976;6.116.336;547.688;5.0;2.0;5.0;1;29.732;5.480.976;6.116.336;547.688;1.434.014.647.482.130;19.403.801.890.383.300;4.529.767.485.453.900;1;2;0;669;746;668;FALSE
5.480.976;6.116.336;547.688;5.0;2.0;5.0;2;29.656;5.480.976;6.116.336;547.688;18.068.577.723.086.400;29.068.695.018.962.500;17.213.955.816.152.700;0;1;2;669;746;668;FALSE
5.480.976;6.116.336;547.688;5.0;2.0;5.0;3;29.791;5.480.976;6.116.336;547.688;2.889.003.887.455.320;13.777.544.496.197.500;13.737.745.965.478.100;1;1;1;669;746;668;FALSE
5.235.312;5.985.936;4.982.416;5.0;2.0;5.0;0;29.718;5.235.312;5.985.936;4.982.416;2.350.524.437.676.570;18.544.765.723.772.300;493.252.512.806.649;2;1;0;639;730;608;FALSE
5.235.312;5.985.936;4.982.416;5.0;2.0;5.0;1;29.664;5.235.312;5.985.936;4.982.416;23.452.881.838.059.000;247.972.522.728.066;411.602.347.664.006;1;2;0;639;730;608;FALSE
5.235.312;5.985.936;4.982.416;5.0;2.0;5.0;2;29.779;5.235.312;5.985.936;4.982.416;21.724.308.829.612.200;15.626.011.286.821.800;21.773.353.172.905.300;0;1;2;639;730;608;FALSE
5.235.312;5.985.936;4.982.416;5.0;2.0;5.0;3;29.651;5.235.312;5.985.936;4.982.416;1.176.279.279.457.100;29.615.670.645.308.600;2.928.193.875.826.050;1;1;1;639;730;608;FALSE
5.235.312;5.985.936;4.982.416;5.0;2.0;5.0;0;29.604;5.235.312;5.985.936;4.982.416;13.759.805.486.608.800;3.366.794.346.148.020;3.157.018.142.500.290;2;1;0;639;730;608;FALSE
5.235.312;5.985.936;4.982.416;5.0;2.0;5.0;1;2.969;5.235.312;5.985.936;4.982.416;14.367.294.569.315.100;23.583.309.047.099.300;45.563.435.394.618.100;1;2;0;639;730;608;FALSE
5.235.312;5.985.936;4.982.416;5.0;2.0;5.0;2;29.686;5.235.312;5.985.936;4.982.416;34.682.631.203.785.100;23.026.472.495.921.400;14.830.440.495.149.200;0;1;2;639;730;608;FALSE
5.235.312;5.985.936;4.982.416;5.0;2.0;5.0;3;2.969;5.235.312;5.985.936;4.982.416;2.509.154.811.044.980;2.332.932.625.927.870;26.951.945.588.905.600;1;1;1;639;730;608;FALSE
515.064;6.206.896;5.157.392;5.0;2.0;5.0;0;29.652;515.064;6.206.896;5.157.392;16.412.291.040.968.900;27.059.413.684.514.800;4.456.605.918.735.860;2;1;0;628;757;629;FALSE
515.064;6.206.896;5.157.392;5.0;2.0;5.0;1;29.679;515.064;6.206.896;5.157.392;22.758.749.423.707.900;2.330.651.846.812.970;4.289.465.123.983.230;1;2;0;628;757;629;FALSE
515.064;6.206.896;5.157.392;5.0;2.0;5.0;2;29.667;515.064;6.206.896;5.157.392;23.915.430.928.242.000;2.613.702.337.397.350;2.391.156.766.965.560;0;1;2;628;757;629;FALSE
515.064;6.206.896;5.157.392;5.0;2.0;5.0;3;29.738;515.064;6.206.896;5.157.392;25.182.834.623.998.300;19.543.371.800.670.200;16.531.059.094.722.100;1;1;1;628;757;629;FALSE
515.064;6.206.896;5.157.392;5.0;2.0;5.0;0;29.607;515.064;6.206.896;5.157.392;0.6269882785952137;3.366.771.833.218.970;436.626.483.881.915;2;1;0;628;757;629;FALSE
515.064;6.206.896;5.157.392;5.0;2.0;5.0;1;29.803;515.064;6.206.896;5.157.392;25.391.315.285.347.700;10.638.169.320.693.100;39.547.615.224.215.600;1;2;0;628;757;629;FALSE
515.064;6.206.896;5.157.392;5.0;2.0;5.0;2;29.637;515.064;6.206.896;5.157.392;2.166.191.419.718.620;29.837.718.161.202.800;2.125.649.610.350.030;0;1;2;628;757;629;FALSE
515.064;6.206.896;5.157.392;5.0;2.0;5.0;3;29.812;515.064;6.206.896;5.157.392;18.919.453.607.288.400;1.260.342.424.560.810;2.433.316.031.749.690;1;1;1;628;757;629;FALSE
5.251.528;6.194.392;5.224.128;5.0;2.0;5.0;0;2.968;5.251.528;6.194.392;5.224.128;0.7338105847851384;27.358.815.902.348.000;3.182.842.577.161.810;2;1;0;641;756;637;FALSE
5.251.528;6.194.392;5.224.128;5.0;2.0;5.0;1;29.691;5.251.528;6.194.392;5.224.128;2.315.033.297.582.310;2.282.976.108.536.430;34.652.982.692.760.500;1;2;0;641;756;637;FALSE
5.251.528;6.194.392;5.224.128;5.0;2.0;5.0;2;29.698;5.251.528;6.194.392;5.224.128;2.159.009.149.670.990;2.516.270.307.532.350;0.7648818521180947;0;1;2;641;756;637;FALSE
5.251.528;6.194.392;5.224.128;5.0;2.0;5.0;3;29.701;5.251.528;6.194.392;5.224.128;2.794.451.946.075.520;22.759.904.857.068.800;1.557.679.175.647.360;1;1;1;641;756;637;FALSE
5.251.528;6.194.392;5.224.128;5.0;2.0;5.0;0;29.599;5.251.528;6.194.392;5.224.128;24.509.188.899.553.600;304.127.747.541.314;48.015.223.800.091.300;2;1;0;641;756;637;FALSE
5.251.528;6.194.392;5.224.128;5.0;2.0;5.0;1;29.874;5.251.528;6.194.392;5.224.128;14.209.323.206.879.000;0.5490979395478819;4.299.520.890.953.680;1;2;0;641;756;637;FALSE
5.251.528;6.194.392;5.224.128;5.0;2.0;5.0;2;29.795;5.251.528;6.194.392;5.224.128;2.566.143.700.310.830;14.067.591.826.171.600;12.800.142.001.300.300;0;1;2;641;756;637;FALSE
5.251.528;6.194.392;5.224.128;5.0;2.0;5.0;3;2.981;5.251.528;6.194.392;5.224.128;28.576.978.455.953.600;11.785.138.459.884.800;15.444.516.397.855.900;1;1;1;641;756;637;FALSE
5.251.528;6.194.392;5.224.128;5.0;2.0;5.0;0;29.591;5.251.528;6.194.392;5.224.128;24.052.726.654.208.500;32.371.685.348.043.900;3.766.931.291.304.180;2;1;0;641;756;637;FALSE
5.251.528;6.194.392;5.224.128;5.0;2.0;5.0;1;2.98;5.251.528;6.194.392;5.224.128;1.572.878.268.547.650;11.921.032.303.675.100;4.912.769.843.582.510;1;2;0;641;756;637;FALSE
5.251.528;6.194.392;5.224.128;5.0;2.0;5.0;2;29.702;5.251.528;6.194.392;5.224.128;18.242.475.312.063.400;2.522.868.637.393.220;0.8801496757381719;0;1;2;641;756;637;FALSE
5.251.528;6.194.392;5.224.128;5.0;2.0;5.0;3;29.715;5.251.528;6.194.392;5.224.128;22.254.192.245.140.800;2.116.587.543.572.600;2.901.106.061.233.160;1;1;1;641;756;637;FALSE
5.526.744;6.298.792;5.287.088;5.0;2.0;5.0;0;29.694;5.526.744;6.298.792;5.287.088;12.180.693.513.194.700;2.350.510.101.873.810;4.612.882.967.500.590;2;1;0;674;768;645;FALSE
5.526.744;6.298.792;5.287.088;5.0;2.0;5.0;1;29.738;5.526.744;6.298.792;5.287.088;13.834.786.070.632.900;1.901.715.554.298.570;4.378.093.933.758.180;1;2;0;674;768;645;FALSE
5.526.744;6.298.792;5.287.088;5.0;2.0;5.0;2;29.624;5.526.744;6.298.792;5.287.088;22.497.922.370.439.400;31.416.117.802.279.500;1.657.051.357.349.190;0;1;2;674;768;645;FALSE
5.526.744;6.298.792;5.287.088;5.0;2.0;5.0;3;29.673;5.526.744;6.298.792;5.287.088;2.871.604.385.930.860;24.946.801.025.826.100;19.677.095.963.039.100;1;1;1;674;768;645;FALSE
5.526.744;6.298.792;5.287.088;5.0;2.0;5.0;0;29.598;5.526.744;6.298.792;5.287.088;0.8077397668745812;33.735.505.287.310.900;484.358.127.907.384;2;1;0;674;768;645;FALSE
5.526.744;6.298.792;5.287.088;5.0;2.0;5.0;1;29.868;5.526.744;6.298.792;5.287.088;14.605.382.073.519.900;0.6400501327761836;3.920.030.042.468.830;1;2;0;674;768;645;FALSE
5.526.744;6.298.792;5.287.088;5.0;2.0;5.0;2;29.616;5.526.744;6.298.792;5.287.088;29.746.593.318.204.200;31.520.359.889.499.700;0.9200630538336079;0;1;2;674;768;645;FALSE
5.526.744;6.298.792;5.287.088;5.0;2.0;5.0;3;29.657;5.526.744;6.298.792;5.287.088;12.848.790.651.180.500;30.140.200.726.144.200;15.588.496.568.648.700;1;1;1;674;768;645;FALSE
5.171.032;5.757.832;5.421.952;5.0;2.0;5.0;0;29.692;5.171.032;5.757.832;5.421.952;11.041.923.212.633.900;2.535.818.034.233.030;3.201.482.338.016.910;2;1;0;631;702;661;FALSE
5.171.032;5.757.832;5.421.952;5.0;2.0;5.0;1;29.666;5.171.032;5.757.832;5.421.952;2.524.864.976.651.010;24.986.453.746.390.300;33.788.627.731.824.800;1;2;0;631;702;661;FALSE
5.171.032;5.757.832;5.421.952;5.0;2.0;5.0;2;29.735;5.171.032;5.757.832;5.421.952;17.253.760.374.976.400;2.180.716.047.797.610;1.196.187.142.284.610;0;1;2;631;702;661;FALSE
5.171.032;5.757.832;5.421.952;5.0;2.0;5.0;3;29.729;5.171.032;5.757.832;5.421.952;16.831.879.867.844.500;21.078.750.777.133.800;2.633.599.724.078.970;1;1;1;631;702;661;FALSE
5.039.544;5.673.584;5.140.968;5.0;2.0;5.0;0;29.761;5.039.544;5.673.584;5.140.968;21.898.756.501.015.800;1.520.591.200.869.890;435.833.016.769.724;2;1;0;615;692;627;FALSE
5.039.544;5.673.584;5.140.968;5.0;2.0;5.0;1;29.669;5.039.544;5.673.584;5.140.968;24.616.279.891.561.000;23.592.631.307.664.900;4.626.678.385.152.560;1;2;0;615;692;627;FALSE
5.039.544;5.673.584;5.140.968;5.0;2.0;5.0;2;29.786;5.039.544;5.673.584;5.140.968;33.652.595.477.060.300;13.889.567.049.182.100;0.8021905741079545;0;1;2;615;692;627;FALSE
5.039.544;5.673.584;5.140.968;5.0;2.0;5.0;3;29.777;5.039.544;5.673.584;5.140.968;3.059.651.912.570.710;14.826.787.965.564.500;13.658.963.254.808.500;1;1;1;615;692;627;FALSE
5.039.544;5.673.584;5.140.968;5.0;2.0;5.0;0;29.685;5.039.544;5.673.584;5.140.968;0.9162110782040427;25.653.871.670.719.100;4.050.261.324.797.940;2;1;0;615;692;627;FALSE
5.039.544;5.673.584;5.140.968;5.0;2.0;5.0;1;29.744;5.039.544;5.673.584;5.140.968;21.604.375.886.811.600;17.211.474.676.538.100;4.072.764.765.983.900;1;2;0;615;692;627;FALSE
5.039.544;5.673.584;5.140.968;5.0;2.0;5.0;2;29.822;5.039.544;5.673.584;5.140.968;15.100.361.986.529.000;13.028.875.096.760.700;17.488.952.569.197.700;0;1;2;615;692;627;FALSE
5.039.544;5.673.584;5.140.968;5.0;2.0;5.0;3;29.783;5.039.544;5.673.584;5.140.968;2.791.192.946.053.550;13.897.383.997.286.700;22.311.651.801.520.600;1;1;1;615;692;627;FALSE
5.039.544;5.673.584;5.140.968;5.0;2.0;5.0;0;29.657;5.039.544;5.673.584;5.140.968;0.6685753769973464;29.381.814.826.060.800;35.821.477.991.136.100;2;1;0;615;692;627;FALSE
5.039.544;5.673.584;5.140.968;5.0;2.0;5.0;1;29.695;5.039.544;5.673.584;5.140.968;18.607.100.945.672.000;2.193.466.655.234.720;4.817.548.270.035.000;1;2;0;615;692;627;FALSE
5.039.544;5.673.584;5.140.968;5.0;2.0;5.0;2;29.764;5.039.544;5.673.584;5.140.968;32.163.997.029.214.600;16.053.501.151.089.000;11.122.530.039.683.300;0;1;2;615;692;627;FALSE
5.039.544;5.673.584;5.140.968;5.0;2.0;5.0;3;29.688;5.039.544;5.673.584;5.140.968;31.153.675.156.702.100;2.336.990.505.380.520;15.620.272.012.576.500;1;1;1;615;692;627;FALSE
527.384;56.948;5.270.256;5.0;2.0;5.0;0;29.631;527.384;56.948;5.270.256;0.8721209044432643;308.849.310.080.734;4.282.102.797.275.690;2;1;0;643;695;643;FALSE
527.384;56.948;5.270.256;5.0;2.0;5.0;1;29.719;527.384;56.948;5.270.256;21.974.585.410.637.000;20.468.230.604.275.500;32.566.287.122.624.700;1;2;0;643;695;643;FALSE
527.384;56.948;5.270.256;5.0;2.0;5.0;2;29.802;527.384;56.948;5.270.256;25.693.974.190.784.400;13.938.892.253.702.300;0.7181843234709966;0;1;2;643;695;643;FALSE
527.384;56.948;5.270.256;5.0;2.0;5.0;3;2.982;527.384;56.948;5.270.256;14.426.037.968.025.100;12.880.424.409.785.000;22.547.280.912.663.600;1;1;1;643;695;643;FALSE
527.384;56.948;5.270.256;5.0;2.0;5.0;0;29.609;527.384;56.948;5.270.256;23.084.960.670.185.700;2.978.193.647.555.150;46.819.519.764.283.800;2;1;0;643;695;643;FALSE
527.384;56.948;5.270.256;5.0;2.0;5.0;1;29.728;527.384;56.948;5.270.256;17.862.748.967.643.900;20.436.434.266.774.200;31.921.312.944.663.900;1;2;0;643;695;643;FALSE
527.384;56.948;5.270.256;5.0;2.0;5.0;2;29.754;527.384;56.948;5.270.256;23.291.797.272.709.900;18.626.634.587.157.200;13.215.075.978.362.900;0;1;2;643;695;643;FALSE
527.384;56.948;5.270.256;5.0;2.0;5.0;3;29.697;527.384;56.948;5.270.256;3.079.993.165.793.160;2.286.578.260.803.390;12.272.460.098.037.400;1;1;1;643;695;643;FALSE
5.598.144;6.306.656;5.358.528;5.0;2.0;5.0;0;29.625;5.598.144;6.306.656;5.358.528;12.410.753.963.182.000;30.478.328.948.646.100;45.807.989.433.867.500;2;1;0;683;769;654;FALSE
5.598.144;6.306.656;5.358.528;5.0;2.0;5.0;1;29.716;5.598.144;6.306.656;5.358.528;12.510.904.180.026.900;22.554.786.956.903.600;3.312.934.942.308.380;1;2;0;683;769;654;FALSE
5.598.144;6.306.656;5.358.528;5.0;2.0;5.0;2;29.637;5.598.144;6.306.656;5.358.528;2.080.943.426.330.480;3.011.260.949.673.520;20.489.734.240.315.000;0;1;2;683;769;654;FALSE
5.598.144;6.306.656;5.358.528;5.0;2.0;5.0;3;29.618;5.598.144;6.306.656;5.358.528;23.722.542.628.299.300;3.081.776.514.455.630;2.651.126.758.645.830;1;1;1;683;769;654;FALSE
3.240.312;3.106.112;3.307.384;5.0;2.0;5.0;0;29.723;3.240.312;3.106.112;3.307.384;0.5805220715653905;2.366.404.140.126.050;2.838.399.888.553.920;2;1;0;395;379;403;FALSE
3.240.312;3.106.112;3.307.384;5.0;2.0;5.0;1;29.811;3.240.312;3.106.112;3.307.384;1.777.152.921.647.200;11.926.031.100.193.300;3.448.860.098.326.400;1;2;0;395;379;403;FALSE
3.240.312;3.106.112;3.307.384;5.0;2.0;5.0;2;2.973;3.240.312;3.106.112;3.307.384;24.264.817.909.682.000;2.001.700.839.245.120;2.144.309.461.555.650;0;1;2;395;379;403;FALSE
3.240.312;3.106.112;3.307.384;5.0;2.0;5.0;3;2.974;3.240.312;3.106.112;3.307.384;30.184.194.273.986.100;1.825.866.785.333.200;1.741.734.754.792.270;1;1;1;395;379;403;FALSE
3.240.312;3.106.112;3.307.384;5.0;2.0;5.0;0;29.727;3.240.312;3.106.112;3.307.384;25.042.599.545.134.400;18.546.591.409.522.200;3.737.343.076.152.240;2;1;0;395;379;403;FALSE
3.240.312;3.106.112;3.307.384;5.0;2.0;5.0;1;2.98;3.240.312;3.106.112;3.307.384;21.098.611.394.358.500;12.132.502.417.686.400;3.686.963.956.805.700;1;2;0;395;379;403;FALSE
3.240.312;3.106.112;3.307.384;5.0;2.0;5.0;2;29.757;3.240.312;3.106.112;3.307.384;3.452.236.318.745.470;14.939.678.552.636.700;24.620.848.354.542.900;0;1;2;395;379;403;FALSE
3.240.312;3.106.112;3.307.384;5.0;2.0;5.0;3;29.676;3.240.312;3.106.112;3.307.384;2.554.114.566.583.370;257.734.627.355.236;15.334.271.883.401.100;1;1;1;395;379;403;FALSE
4.187.944;4.950.368;3.918.632;5.0;2.0;5.0;0;29.719;4.187.944;4.950.368;3.918.632;18.248.726.528.479.900;21.119.083.180.605.900;3.357.017.081.668.180;2;1;0;511;604;478;FALSE
4.187.944;4.950.368;3.918.632;5.0;2.0;5.0;1;2.981;4.187.944;4.950.368;3.918.632;31.086.469.256.262.800;0.8229341409512139;4.577.619.875.224.860;1;2;0;511;604;478;FALSE
4.187.944;4.950.368;3.918.632;5.0;2.0;5.0;2;29.719;4.187.944;4.950.368;3.918.632;23.472.987.188.733.700;2.144.369.711.512.660;2.001.351.454.211.850;0;1;2;511;604;478;FALSE
4.187.944;4.950.368;3.918.632;5.0;2.0;5.0;3;29.653;4.187.944;4.950.368;3.918.632;11.460.353.503.705.000;30.923.975.957.255.200;14.715.312.089.528.400;1;1;1;511;604;478;FALSE
5.251.808;6.030.952;4.976.352;5.0;2.0;5.0;0;29.775;5.251.808;6.030.952;4.976.352;1.244.706.084.214.040;1.601.708.132.437.680;3.956.829.969.598.190;2;1;0;641;736;607;FALSE
5.251.808;6.030.952;4.976.352;5.0;2.0;5.0;1;29.777;5.251.808;6.030.952;4.976.352;2.899.516.324.395.540;1.242.658.908.281.990;4.072.202.202.487.690;1;2;0;641;736;607;FALSE
5.251.808;6.030.952;4.976.352;5.0;2.0;5.0;2;29.626;5.251.808;6.030.952;4.976.352;34.002.042.666.687.900;2.858.582.225.410.530;19.788.378.179.389.700;0;1;2;641;736;607;FALSE
5.251.808;6.030.952;4.976.352;5.0;2.0;5.0;3;29.756;5.251.808;6.030.952;4.976.352;13.657.378.371.679.800;19.620.256.749.282.800;2.008.250.603.366.140;1;1;1;641;736;607;FALSE
5.251.808;6.030.952;4.976.352;5.0;2.0;5.0;0;2.961;5.251.808;6.030.952;4.976.352;0.6166485839138407;3.365.908.229.111.080;4.151.803.259.695.770;2;1;0;641;736;607;FALSE
5.251.808;6.030.952;4.976.352;5.0;2.0;5.0;1;29.783;5.251.808;6.030.952;4.976.352;2.529.058.711.590.190;11.975.509.951.554.700;4.617.566.437.141.140;1;2;0;641;736;607;FALSE
5.251.808;6.030.952;4.976.352;5.0;2.0;5.0;2;29.722;5.251.808;6.030.952;4.976.352;33.942.399.094.051.600;20.170.785.100.388.300;0.8583816046169572;0;1;2;641;736;607;FALSE
5.251.808;6.030.952;4.976.352;5.0;2.0;5.0;3;29.767;5.251.808;6.030.952;4.976.352;2.453.222.384.020.220;16.819.092.035.793.700;15.354.549.291.606.100;1;1;1;641;736;607;FALSE
5.525.488;6.307.824;552.344;5.0;2.0;5.0;0;29.632;5.525.488;6.307.824;552.344;161.542.803.152.045;28.978.860.323.514.700;46.132.044.742.264.300;2;1;0;674;769;674;FALSE
5.525.488;6.307.824;552.344;5.0;2.0;5.0;1;29.683;5.525.488;6.307.824;552.344;2.138.844.867.150.000;23.895.726.945.641.700;34.930.463.561.140.200;1;2;0;674;769;674;FALSE
5.525.488;6.307.824;552.344;5.0;2.0;5.0;2;29.636;5.525.488;6.307.824;552.344;3.005.400.447.002.380;29.615.570.259.429.800;0.793698599323176;0;1;2;674;769;674;FALSE
5.525.488;6.307.824;552.344;5.0;2.0;5.0;3;29.794;5.525.488;6.307.824;552.344;2.184.695.320.187.060;14.318.054.067.896.000;18.948.911.286.079.200;1;1;1;674;769;674;FALSE
5.525.488;6.307.824;552.344;5.0;2.0;5.0;0;29.759;5.525.488;6.307.824;552.344;18.249.399.573.430.900;17.070.130.223.125.400;34.106.124.911.315.300;2;1;0;674;769;674;FALSE
5.525.488;6.307.824;552.344;5.0;2.0;5.0;1;29.827;5.525.488;6.307.824;552.344;14.123.262.337.543.000;10.367.516.103.932.400;4.154.940.508.172.830;1;2;0;674;769;674;FALSE
5.525.488;6.307.824;552.344;5.0;2.0;5.0;2;29.727;5.525.488;6.307.824;552.344;21.816.732.135.538.500;21.756.839.313.035.200;11.776.985.213.997.800;0;1;2;674;769;674;FALSE
5.525.488;6.307.824;552.344;5.0;2.0;5.0;3;29.802;5.525.488;6.307.824;552.344;168.631.716.734.021;1.451.513.011.057.120;19.375.048.059.782.500;1;1;1;674;769;674;FALSE
5.077.008;5.683.728;5.071.888;5.0;2.0;5.0;0;29.653;5.077.008;5.683.728;5.071.888;16.793.696.325.742.200;27.997.079.909.124.600;3.312.356.576.334.280;2;1;0;619;693;619;FALSE
5.077.008;5.683.728;5.071.888;5.0;2.0;5.0;1;29.826;5.077.008;5.683.728;5.071.888;16.618.781.300.390.600;0.9391220754586367;4.642.453.714.170.260;1;2;0;619;693;619;FALSE
5.077.008;5.683.728;5.071.888;5.0;2.0;5.0;2;29.641;5.077.008;5.683.728;5.071.888;3.346.880.078.632.040;2.663.176.216.253.820;2.538.142.278.557.880;0;1;2;619;693;619;FALSE
5.077.008;5.683.728;5.071.888;5.0;2.0;5.0;3;29.624;5.077.008;5.683.728;5.071.888;25.673.452.118.164.100;3.045.635.276.423.430;20.543.160.296.196.900;1;1;1;619;693;619;FALSE
5.375.584;61.528;537.968;5.0;2.0;5.0;0;29.723;5.375.584;61.528;537.968;15.670.189.790.312.800;19.439.942.274.074.200;511.329.680.554.547;2;1;0;656;751;656;FALSE
5.375.584;61.528;537.968;5.0;2.0;5.0;1;29.728;5.375.584;61.528;537.968;1.193.896.411.949.260;207.924.039.839.531;39.847.090.045.057.700;1;2;0;656;751;656;FALSE
5.375.584;61.528;537.968;5.0;2.0;5.0;2;29.759;5.375.584;61.528;537.968;2.757.262.320.365.590;17.334.606.593.558.000;12.400.422.234.474.100;0;1;2;656;751;656;FALSE
5.375.584;61.528;537.968;5.0;2.0;5.0;3;29.813;5.375.584;61.528;537.968;1.334.860.188.880.140;14.208.736.727.062.700;18.164.729.497.839.500;1;1;1;656;751;656;FALSE
5.375.584;61.528;537.968;5.0;2.0;5.0;0;29.735;5.375.584;61.528;537.968;0.749365082894837;20.427.368.603.929.600;4.615.291.413.367.040;2;1;0;656;751;656;FALSE
5.375.584;61.528;537.968;5.0;2.0;5.0;1;29.783;5.375.584;61.528;537.968;2.266.508.597.406.300;13.776.890.289.800.200;3.382.654.951.905.700;1;2;0;656;751;656;FALSE
5.375.584;61.528;537.968;5.0;2.0;5.0;2;29.602;5.375.584;61.528;537.968;3.066.169.341.251.130;3.147.726.698.316.930;21.650.634.259.241.200;0;1;2;656;751;656;FALSE
