state,action_continuous,action_discrete,reward,next_state,raw_delay_p1,raw_delay_p2,raw_delay_p4
"[-0.3689755054804037, -0.7301235840944809, 0.6277351863757443, 1.6461751865499057, 0.08861468304892675, -0.21441310239816722, 0.8692746863122337, -0.04953941061523313, -0.25433551274500793, -0.3394527456480248, 0.3856227534297936, -0.14946809542433437]",0.612553130137418,1,-17.557745170324207,"[-0.31081250164844976, 1.0444021515348891, 0.6501358528462032, -1.508714574750964, 0.8015826155969367, -0.0024112841529207833, 0.43730367712173956, 0.18217784317501634, 0.24347969336984748, -0.5005724355302241, 0.8681338700362977, 1.1425127812225087]",6.24739,77.58807,7.1629477
"[-0.31081250164844976, 1.0444021515348891, 0.6501358528462032, -1.508714574750964, 0.8015826155969367, -0.0024112841529207833, 0.43730367712173956, 0.18217784317501634, 0.24347969336984748, -0.5005724355302241, 0.8681338700362977, 1.1425127812225087]",-0.19943716332958367,2,-17.512847471777604,"[1.7391915645420757, 0.12347409541541819, 0.16015259052611922, 0.7207337684717249, 1.8827066508682095, 4.214240167550059, 0.6944492910816781, -1.5392019154164405, 1.744690477658979, 0.2299827783907514, 2.308966061239793, 0.4641961849243552]",6.1143985,81.109856,7.5947356
"[1.7391915645420757, 0.12347409541541819, 0.16015259052611922, 0.7207337684717249, 1.8827066508682095, 4.214240167550059, 0.6944492910816781, -1.5392019154164405, 1.744690477658979, 0.2299827783907514, 2.308966061239793, 0.4641961849243552]",0.018799693936223473,0,-18.682510036390674,"[0.3494223445397418, -0.23313357263736315, 0.3552097097057749, 0.3120399186914453, 0.06999107737825648, 2.1880868425576603, -0.3264652036477648, -1.65629789226791, -0.9246612672517462, -0.7842323590659734, 1.465763296885983, 0.51538470328208]",6.167341,67.12773,7.342045
"[0.3494223445397418, -0.23313357263736315, 0.3552097097057749, 0.3120399186914453, 0.06999107737825648, 2.1880868425576603, -0.3264652036477648, -1.65629789226791, -0.9246612672517462, -0.7842323590659734, 1.465763296885983, 0.51538470328208]",-0.00818497726511009,0,-14.154533043521203,"[0.8896827664808132, 0.5678778498117742, 0.8647401325454332, -0.571812448800815, -0.7040852073232163, -0.813939630204592, 0.28995291555810776, 1.5205992254998424, -0.07886576231627761, -0.4653162909698323, -0.10113723543334051, 0.49267936046340766]",6.305638,75.57,6.872477
"[0.8896827664808132, 0.5678778498117742, 0.8647401325454332, -0.571812448800815, -0.7040852073232163, -0.813939630204592, 0.28995291555810776, 1.5205992254998424, -0.07886576231627761, -0.4653162909698323, -0.10113723543334051, 0.49267936046340766]",-0.16672164728383662,2,-18.07433289552516,"[1.2618622162435575, 2.3439088027850215, 1.7097610633017983, -1.3238492322166517, 0.9527668417678364, -0.22004502802549036, -0.453919191300635, 0.9301360825676034, 1.147854892809952, 0.22326964883575132, -0.18993809832428418, 0.0339745856394458]",6.534994,65.38216,6.8458652
"[1.2618622162435575, 2.3439088027850215, 1.7097610633017983, -1.3238492322166517, 0.9527668417678364, -0.22004502802549036, -0.453919191300635, 0.9301360825676034, 1.147854892809952, 0.22326964883575132, -0.18993809832428418, 0.0339745856394458]",-0.15641473301144504,2,-13.631719020449994,"[-1.6220844693828635, -1.0520506598547645, 1.4664596140074326, 1.2446402389070752, 0.01793707658925189, -0.5325073710960306, -1.0243043534336234, 0.9903548942310955, -1.609082052494609, -0.9848245648919292, -1.4745570790237794, -0.32462437427666824]",6.468957,57.570343,6.4608912
"[-1.6220844693828635, -1.0520506598547645, 1.4664596140074326, 1.2446402389070752, 0.01793707658925189, -0.5325073710960306, -1.0243043534336234, 0.9903548942310955, -1.609082052494609, -0.9848245648919292, -1.4745570790237794, -0.32462437427666824]",0.7819795281158016,1,-14.39193775375746,"[-1.1120437368678315, -0.9136879695747867, -0.9639194847377949, 1.4276213458284495, -1.117070239632473, -0.7248715047857446, 0.9538556896676685, -0.3116571249714258, 0.18696535618173296, -0.5260650105973942, -0.9918220565597243, 1.1877375599634816]",5.8093023,84.662605,6.605557
"[-1.1120437368678315, -0.9136879695747867, -0.9639194847377949, 1.4276213458284495, -1.117070239632473, -0.7248715047857446, 0.9538556896676685, -0.3116571249714258, 0.18696535618173296, -0.5260650105973942, -0.9918220565597243, 1.1877375599634816]",-0.20983683585602178,2,-13.666695230882196,"[-0.0585789676238785, -0.6095691502184584, -0.7373017423477372, 1.3575863062824345, 0.04598125257090671, -0.4179742922967442, -0.5439340218650199, 0.5142340535400473, 0.13626672570386444, -0.37698902215331787, -0.07734515250725332, 0.4645602466613812]",5.870811,64.149345,6.879607
"[-0.0585789676238785, -0.6095691502184584, -0.7373017423477372, 1.3575863062824345, 0.04598125257090671, -0.4179742922967442, -0.5439340218650199, 0.5142340535400473, 0.13626672570386444, -0.37698902215331787, -0.07734515250725332, 0.4645602466613812]",-0.281819756322335,2,-13.766143859036438,"[-1.2735121740592974, -0.9336524210299558, 0.9538527838482279, 0.9647896746365027, -0.11961609929244126, -0.4071998207725283, -0.5094169524532636, 0.24104517430926398, -0.1459704200717067, -0.21820263778872886, -0.37257386846834833, -0.3028918546159591]",6.329825,64.62208,6.791133
"[-1.2735121740592974, -0.9336524210299558, 0.9538527838482279, 0.9647896746365027, -0.11961609929244126, -0.4071998207725283, -0.5094169524532636, 0.24104517430926398, -0.1459704200717067, -0.21820263778872886, -0.37257386846834833, -0.3028918546159591]",0.9621932490778415,1,-13.538904785998389,"[-0.3606366043947305, -0.1475806242109814, -1.2453341206171842, -0.6524795861288715, 0.20382783778369792, -0.457936068038883, -0.5683239619267769, 0.9148897956784021, 0.04601324335183619, -0.6283625896117073, -0.8315561834030248, 1.5789174170467226]",5.7329206,63.815308,6.6535854
"[-0.3606366043947305, -0.1475806242109814, -1.2453341206171842, -0.6524795861288715, 0.20382783778369792, -0.457936068038883, -0.5683239619267769, 0.9148897956784021, 0.04601324335183619, -0.6283625896117073, -0.8315561834030248, 1.5789174170467226]",-0.7610955506246225,2,-19.214235310428297,"[0.40759681013280163, -0.07049719677167805, -0.8361741577097827, -0.02504630898432379, -0.8157762367457039, -0.7854997915249526, -0.3751739664949897, 0.8942410585487588, 0.3393407061066847, 1.3922496279096601, -0.5052889767623641, -1.341831731273832]",5.843975,66.46063,6.751361
"[0.40759681013280163, -0.07049719677167805, -0.8361741577097827, -0.02504630898432379, -0.8157762367457039, -0.7854997915249526, -0.3751739664949897, 0.8942410585487588, 0.3393407061066847, 1.3922496279096601, -0.5052889767623641, -1.341831731273832]",1.0844215560916322,1,-13.512886806256331,"[0.04755454381364142, -0.3071447646707542, 0.07104178138339473, 0.1663040320455361, 0.32828592259364897, -0.2698666582181394, 0.6279563901267535, 0.3749331517858136, -0.1641927337567011, -0.2059668946935035, 1.3630725959614, -0.3476232681584347]",6.090212,80.19919,7.3112707
"[0.04755454381364142, -0.3071447646707542, 0.07104178138339473, 0.1663040320455361, 0.32828592259364897, -0.2698666582181394, 0.6279563901267535, 0.3749331517858136, -0.1641927337567011, -0.2059668946935035, 1.3630725959614, -0.3476232681584347]",-0.44867879030654595,2,-18.842288424949167,"[-1.5487694151609732, -0.8704542589711353, -0.5202400211130144, -0.8852743870780005, -0.15071151871681232, -0.4342030557310873, 2.0588885603782403, 0.2915909161645886, 1.4495677303544103, 2.1435644008928607, 3.121452011883754, -1.2050566940763556]",5.929726,99.79679,7.838221
"[-1.5487694151609732, -0.8704542589711353, -0.5202400211130144, -0.8852743870780005, -0.15071151871681232, -0.4342030557310873, 2.0588885603782403, 0.2915909161645886, 1.4495677303544103, 2.1435644008928607, 3.121452011883754, -1.2050566940763556]",0.8928910377590904,1,-13.468258199344364,"[-1.2934059933588917, -0.9425133157716441, -1.7281241162897463, 1.0070773859228919, 0.3651356837769149, 0.2311371265036644, 0.15834506563814363, -0.5623488476114734, 0.3158850934079014, 0.001510154311413848, 0.28722764133420936, -0.2643201093155193]",5.6018815,73.76754,6.988862
"[-1.2934059933588917, -0.9425133157716441, -1.7281241162897463, 1.0070773859228919, 0.3651356837769149, 0.2311371265036644, 0.15834506563814363, -0.5623488476114734, 0.3158850934079014, 0.001510154311413848, 0.28722764133420936, -0.2643201093155193]",-0.3930500872137714,2,-13.124472638005216,"[0.5746471479145675, 0.7726574128500147, 0.09728519376317801, -0.9233289476528164, 0.9284195385380041, 0.2549763963244977, 1.6724683856986746, -0.17599577165600946, -0.8586158945212645, -0.2435013698422496, 1.5079300087927856, -1.0481883736613402]",6.097335,94.5045,7.3546815
"[0.5746471479145675, 0.7726574128500147, 0.09728519376317801, -0.9233289476528164, 0.9284195385380041, 0.2549763963244977, 1.6724683856986746, -0.17599577165600946, -0.8586158945212645, -0.2435013698422496, 1.5079300087927856, -1.0481883736613402]",0.14530949212133154,1,-19.371757494789097,"[-1.5416981121921005, -0.8757845974384806, -0.17742876907183452, -0.8286541968928114, -1.0661909452141798, -0.8972456067861189, 0.9669295129799306, 1.285796166688952, 3.4012723528986526, 2.7970541730437755, -0.6644423281171631, -0.8722980195690787]",6.022772,84.84166,6.703666
"[-1.5416981121921005, -0.8757845974384806, -0.17742876907183452, -0.8286541968928114, -1.0661909452141798, -0.8972456067861189, 0.9669295129799306, 1.285796166688952, 3.4012723528986526, 2.7970541730437755, -0.6644423281171631, -0.8722980195690787]",0.09821354049216195,1,-13.69872120785166,"[-1.3471535906633731, -0.719053214149534, 1.0286481670746779, -0.8865993585561159, 0.020659622386262778, -0.1409521177742839, -1.9598389802081542, -0.2824495048526739, -0.6033355871635521, -0.25897559260547276, 0.537602775097889, -0.7361403010749326]",6.350126,44.757553,7.0638943
"[-1.3471535906633731, -0.719053214149534, 1.0286481670746779, -0.8865993585561159, 0.020659622386262778, -0.1409521177742839, -1.9598389802081542, -0.2824495048526739, -0.6033355871635521, -0.25897559260547276, 0.537602775097889, -0.7361403010749326]",-0.21299150782501294,2,-18.67693995761023,"[-1.2977080167219603, -0.9326171218769405, 1.8156226339754347, 0.8243677597372003, -0.0160380095974277, 1.7995436416822574, 0.32324981987326795, -1.6055879063616088, 0.48875568608079706, 0.9210702859957539, -0.9816198245347277, -1.0604201638424973]",6.563727,76.026024,6.6086144
"[-1.2977080167219603, -0.9326171218769405, 1.8156226339754347, 0.8243677597372003, -0.0160380095974277, 1.7995436416822574, 0.32324981987326795, -1.6055879063616088, 0.48875568608079706, 0.9210702859957539, -0.9816198245347277, -1.0604201638424973]",0.8918374036597463,1,-11.611218008104501,"[-0.92872874792422, -0.8100807433156592, -1.1345609827606908, 0.8305123422981002, 3.2609504512677705, 0.38544590149995944, 1.4876583877334375, 1.2186444153505909, -0.9213693263145243, -0.6987889538772037, 1.879104855378885, 0.008198595456623462]",5.7629867,91.9734,7.465915
"[-0.92872874792422, -0.8100807433156592, -1.1345609827606908, 0.8305123422981002, 3.2609504512677705, 0.38544590149995944, 1.4876583877334375, 1.2186444153505909, -0.9213693263145243, -0.6987889538772037, 1.879104855378885, 0.008198595456623462]",0.3530791760872041,1,-19.237178887757928,"[0.2932244610680204, 2.255161497558864, 2.2370462249113827, -1.5936552609544832, -0.8437089935158303, -0.32921013157727363, -1.4543956468532606, -0.9183317616191413, -0.6651409625074574, -0.7331739518536079, -0.3974851469923891, 0.8085726895915089]",6.67811,51.679947,6.7836676
"[0.2932244610680204, 2.255161497558864, 2.2370462249113827, -1.5936552609544832, -0.8437089935158303, -0.32921013157727363, -1.4543956468532606, -0.9183317616191413, -0.6651409625074574, -0.7331739518536079, -0.3974851469923891, 0.8085726895915089]",-0.6396015727685546,2,-18.632117677887855,"[0.7963263866369766, 0.397209283267468, 2.407597088658758, -0.4463937284420292, 0.1124493843987699, -0.357843747533308, -0.08138075847763478, 0.38803223641396345, 0.7728658787688975, 1.3597773155626414, 0.20278743678376926, -1.1532224404267937]",6.724401,70.48433,6.963557
"[0.7963263866369766, 0.397209283267468, 2.407597088658758, -0.4463937284420292, 0.1124493843987699, -0.357843747533308, -0.08138075847763478, 0.38803223641396345, 0.7728658787688975, 1.3597773155626414, 0.20278743678376926, -1.1532224404267937]",0.10716804600456374,1,-18.60929968810392,"[-0.9333606109815913, 0.013281448666569676, -0.1453884473787918, -1.392070762427793, 0.09417483243302387, 2.513045438202961, -1.2758290009863253, -1.703889370057446, -0.09208070457789697, 0.3898842260496696, -0.8617691255109303, -1.0347568213085914]",6.0314684,54.12554,6.6445312
"[-0.9333606109815913, 0.013281448666569676, -0.1453884473787918, -1.392070762427793, 0.09417483243302387, 2.513045438202961, -1.2758290009863253, -1.703889370057446, -0.09208070457789697, 0.3898842260496696, -0.8617691255109303, -1.0347568213085914]",1.1299952083562033,1,-13.51593294876608,"[0.5688282379311882, -0.2830413449613335, 0.8756685629540986, 0.7284904681482157, 0.21964571893650628, -0.28326545562366706, 0.8026186683190818, 0.285804051408884, -0.06923131356798541, -0.42305608108273596, -1.1482658467173315, 0.3482271961285306]",6.3086042,82.59131,6.558674
"[0.5688282379311882, -0.2830413449613335, 0.8756685629540986, 0.7284904681482157, 0.21964571893650628, -0.28326545562366706, 0.8026186683190818, 0.285804051408884, -0.06923131356798541, -0.42305608108273596, -1.1482658467173315, 0.3482271961285306]",-0.019239630734870547,0,-14.684629339133505,"[0.12566000561590276, -0.4944826297533609, 1.0116008177722404, 1.0031059843899304, -1.5809347138870378, -0.6345526530774355, -1.3114142168404324, -1.6033714298248487, -0.9063633637170017, -0.7449876379446021, -1.2125935657950628, 0.2980720017216992]",6.345499,53.638176,6.5393963
"[0.12566000561590276, -0.4944826297533609, 1.0116008177722404, 1.0031059843899304, -1.5809347138870378, -0.6345526530774355, -1.3114142168404324, -1.6033714298248487, -0.9063633637170017, -0.7449876379446021, -1.2125935657950628, 0.2980720017216992]",-0.48812286429011553,2,-13.084939960075973,"[0.7844870459781529, 0.07672566829441119, -2.1392165051122394, 0.02372590048484833, 0.9037138705989556, 0.8084591271386216, -0.02676648710232839, -0.7829819606992691, -1.0842410830284979, -0.4893931700605813, -0.7914636873092445, -0.9499184001138905]",5.4903026,71.23231,6.6656003
"[0.7844870459781529, 0.07672566829441119, -2.1392165051122394, 0.02372590048484833, 0.9037138705989556, 0.8084591271386216, -0.02676648710232839, -0.7829819606992691, -1.0842410830284979, -0.4893931700605813, -0.7914636873092445, -0.9499184001138905]",0.3987577746098868,1,-13.662044134181485,"[0.30512617717914997, 0.412609448155618, 1.457562717725713, -0.7915439066263501, 0.017260269735400922, -0.5010543494169606, 0.8897953792434262, 0.829153347392783, -0.6601631941796873, -0.4424162844536484, -0.807858868380878, -0.4280548204331249]",6.4665422,83.785255,6.660687
"[0.30512617717914997, 0.412609448155618, 1.457562717725713, -0.7915439066263501, 0.017260269735400922, -0.5010543494169606, 0.8897953792434262, 0.829153347392783, -0.6601631941796873, -0.4424162844536484, -0.807858868380878, -0.4280548204331249]",0.6888995029219278,1,-13.528038610485956,"[-0.35511004493694925, -0.7323223594822853, 0.8333593041580182, 1.7031289298735866, 0.2287025502890571, -0.4423222146447902, -0.5945254941261486, 0.8804279519760353, -0.3455516680158233, -0.6303496563632832, -0.7057574636477058, 0.8330355520179201]",6.2971206,63.45646,6.6912847
"[-0.35511004493694925, -0.7323223594822853, 0.8333593041580182, 1.7031289298735866, 0.2287025502890571, -0.4423222146447902, -0.5945254941261486, 0.8804279519760353, -0.3455516680158233, -0.6303496563632832, -0.7057574636477058, 0.8330355520179201]",-0.7878152422894926,2,-16.27059591821022,"[3.8360968930007915, 0.6501037631499443, -1.3514090134271093, 1.051165258705411, 3.7663380077718154, 3.651283497165383, 0.36581256052906247, -1.0488278307530106, 3.847312945841905, 7.900379746762677, 1.04746177316709, -1.6026348897043]",5.7041297,76.60895,7.2166886
"[3.8360968930007915, 0.6501037631499443, -1.3514090134271093, 1.051165258705411, 3.7663380077718154, 3.651283497165383, 0.36581256052906247, -1.0488278307530106, 3.847312945841905, 7.900379746762677, 1.04746177316709, -1.6026348897043]",4.568257515962821,1,-18.43481460518522,"[0.1691971117030495, 2.7713339502798418, -1.8398772833043218, -1.7144635476202543, 0.45945278041601006, -0.5244855916161297, 1.557774253916539, 1.6852634416766776, 0.1349698068847517, -0.5764836900831446, 1.95616717839362, 1.3941730263695629]",5.5715494,92.933685,7.489009
"[0.1691971117030495, 2.7713339502798418, -1.8398772833043218, -1.7144635476202543, 0.45945278041601006, -0.5244855916161297, 1.557774253916539, 1.6852634416766776, 0.1349698068847517, -0.5764836900831446, 1.95616717839362, 1.3941730263695629]",-0.5039501226256832,2,-13.629891054867242,"[-1.1230721875058496, -0.8982498573439696, 0.40513077391763697, 1.1377434769773205, 0.11987437005131323, -0.3192164917034985, -0.4589642099918795, 0.2725089352805908, -0.11596575838007218, -0.12650757733562468, 0.35487891084593476, -0.4466633890595953]",6.1808906,65.313065,7.0091357
"[-1.1230721875058496, -0.8982498573439696, 0.40513077391763697, 1.1377434769773205, 0.11987437005131323, -0.3192164917034985, -0.4589642099918795, 0.2725089352805908, -0.11596575838007218, -0.12650757733562468, 0.35487891084593476, -0.4466633890595953]",0.36243453475639664,1,-18.556189351805177,"[0.05743217649744607, -0.4576677479065786, -0.8966043766980197, 0.7215213602085214, 0.23883618575764415, 2.418409087378854, 0.5653476315019448, -1.6470379078839679, -0.04996576297023555, -0.37382472121566707, 0.5372954467896829, 0.21006011709137756]",5.827573,79.34172,7.0638022
"[0.05743217649744607, -0.4576677479065786, -0.8966043766980197, 0.7215213602085214, 0.23883618575764415, 2.418409087378854, 0.5653476315019448, -1.6470379078839679, -0.04996576297023555, -0.37382472121566707, 0.5372954467896829, 0.21006011709137756]",0.35735399554224384,1,-13.508028131436639,"[0.032679677777794715, -0.15802789583692103, -0.7783218575257207, -0.22019980853804377, 0.2518929242326944, -0.22907124900532602, -1.2932850796254716, 0.17046464453805504, 0.052131089242581335, -0.5493564359539375, -0.8235669821489372, 1.0922605654076498]",5.8596773,53.886467,6.6559796
"[0.032679677777794715, -0.15802789583692103, -0.7783218575257207, -0.22019980853804377, 0.2518929242326944, -0.22907124900532602, -1.2932850796254716, 0.17046464453805504, 0.052131089242581335, -0.5493564359539375, -0.8235669821489372, 1.0922605654076498]",-0.03028929238095005,0,-19.47834557852078,"[0.37476549081161253, 1.900050867078492, 0.7151390499961399, -1.4879593833184521, -1.1850605664532425, -0.5805407288746339, -0.21956221043497798, -0.9402370340492855, 0.5941933498041702, -0.3589199454223158, 0.32372095921703753, 0.990764107783388]",6.2650332,68.59184,6.9997983
"[0.37476549081161253, 1.900050867078492, 0.7151390499961399, -1.4879593833184521, -1.1850605664532425, -0.5805407288746339, -0.21956221043497798, -0.9402370340492855, 0.5941933498041702, -0.3589199454223158, 0.32372095921703753, 0.990764107783388]",0.08350705560564346,1,-14.565876168640969,"[1.579679300171473, 0.41407148524699916, 0.3502089819754518, 0.05498478290757438, -1.2778492164315742, -0.832396126435566, 0.19172199514305058, -0.16656729164322195, 1.7852014285842082, -0.07308623684207075, 1.9742311421681056, 1.2621124169636313]",6.1659837,74.22466,7.4944224
"[1.579679300171473, 0.41407148524699916, 0.3502089819754518, 0.05498478290757438, -1.2778492164315742, -0.832396126435566, 0.19172199514305058, -0.16656729164322195, 1.7852014285842082, -0.07308623684207075, 1.9742311421681056, 1.2621124169636313]",-0.6197124116721582,2,-12.767923229044902,"[-0.2501983503090553, -0.573827035624477, -1.1929983529834858, 0.7743215515425276, 1.3882346830939667, -0.12109198223423903, 0.8919657704525907, 1.059504955464412, -1.0923435177465342, -0.5107117618143587, -0.8403916219965305, -0.9197425907285686]",5.7471256,83.81498,6.6509376
"[-0.2501983503090553, -0.573827035624477, -1.1929983529834858, 0.7743215515425276, 1.3882346830939667, -0.12109198223423903, 0.8919657704525907, 1.059504955464412, -1.0923435177465342, -0.5107117618143587, -0.8403916219965305, -0.9197425907285686]",0.286139698242376,1,-13.726156203693996,"[-0.8128438625850156, -0.5283059668266133, -2.2400475050623943, -0.4106465467736588, -0.03391918227350066, -0.01130892862094065, 2.24505226912625, -0.5600372469075268, -0.10986408229935316, -0.06890100894106926, 0.2172462159308566, -0.5366304114906897]",5.462935,102.34643,6.96789
"[-0.8128438625850156, -0.5283059668266133, -2.2400475050623943, -0.4106465467736588, -0.03391918227350066, -0.01130892862094065, 2.24505226912625, -0.5600372469075268, -0.10986408229935316, -0.06890100894106926, 0.2172462159308566, -0.5366304114906897]",-0.13866520037185623,2,-14.709707286765715,"[0.157595997290917, -0.5130845729039328, 0.13901638272879416, 1.1538769768518755, -1.5071234661941768, -0.5782314915931368, 0.5524238554204602, -1.5348519074950375, -0.04048658494541498, 0.15471847662907492, 1.5455275062324492, -0.7754134480424989]",6.1086617,79.16472,7.3659487
"[0.157595997290917, -0.5130845729039328, 0.13901638272879416, 1.1538769768518755, -1.5071234661941768, -0.5782314915931368, 0.5524238554204602, -1.5348519074950375, -0.04048658494541498, 0.15471847662907492, 1.5455275062324492, -0.7754134480424989]",0.31543430439946396,1,-14.46418429675573,"[-0.3720660260529776, -0.32097131117326216, 0.4593090700549336, -0.32401488298853265, -1.1723646458400772, -0.9087659906831774, -0.7919122246264572, 0.9914886562989078, -1.1160262359949862, -0.726735064353678, 0.08773452974189626, -0.3075523847920004]",6.1955957,60.753113,6.929078
"[-0.3720660260529776, -0.32097131117326216, 0.4593090700549336, -0.32401488298853265, -1.1723646458400772, -0.9087659906831774, -0.7919122246264572, 0.9914886562989078, -1.1160262359949862, -0.726735064353678, 0.08773452974189626, -0.3075523847920004]",0.3708342954964888,1,-13.55146961344505,"[0.2884728910358286, 0.6103394447596512, -1.1196825927265353, -0.9678731506700897, 0.12026681238625271, -0.3031541313116834, 0.4455617509907565, 0.22429407264102297, 0.23170074722474127, -0.32611948983566946, -1.7104507427337927, 0.4159784366695796]",5.767025,77.70117,6.3901987
"[0.2884728910358286, 0.6103394447596512, -1.1196825927265353, -0.9678731506700897, 0.12026681238625271, -0.3031541313116834, 0.4455617509907565, 0.22429407264102297, 0.23170074722474127, -0.32611948983566946, -1.7104507427337927, 0.4159784366695796]",-0.5218981519240505,2,-13.565736520525393,"[-0.1570575876883325, -0.0552270526704443, -1.3600550075070823, -0.5957775144541588, 0.2235767379553936, -0.02682977148287975, -1.5440486847030477, -0.298285010811089, -1.5892996528062011, -0.8794470827189874, 0.5232280857810581, -0.9799008554100462]",5.701783,50.452087,7.0595865
"[-0.1570575876883325, -0.0552270526704443, -1.3600550075070823, -0.5957775144541588, 0.2235767379553936, -0.02682977148287975, -1.5440486847030477, -0.298285010811089, -1.5892996528062011, -0.8794470827189874, 0.5232280857810581, -0.9799008554100462]",0.9270708998838297,1,-14.28209400176601,"[0.3021400723527998, -0.4964381784460567, -0.8545047557180877, 1.2982373641756026, -0.8725931838131743, -0.8078869954276267, -0.24168194684743913, 0.9311079248075924, -0.04236273695229303, -0.36922749530582644, 0.6699197914573891, 0.20558254461681563]",5.8389997,68.288895,7.103547
"[0.3021400723527998, -0.4964381784460567, -0.8545047557180877, 1.2982373641756026, -0.8725931838131743, -0.8078869954276267, -0.24168194684743913, 0.9311079248075924, -0.04236273695229303, -0.36922749530582644, 0.6699197914573891, 0.20558254461681563]",0.4900900365256698,1,-18.515807368178017,"[0.20013125765179732, -0.534442877252284, -0.8262058611304295, 1.3486095536343534, 0.3174883230625881, 2.271152471607879, -1.1642960832462677, -1.5964997078744905, -1.548758031145246, -1.0505956676201247, 1.1128839947973808, 1.4132742811958436]",5.8466806,55.65306,7.2362943
"[0.20013125765179732, -0.534442877252284, -0.8262058611304295, 1.3486095536343534, 0.3174883230625881, 2.271152471607879, -1.1642960832462677, -1.5964997078744905, -1.548758031145246, -1.0505956676201247, 1.1128839947973808, 1.4132742811958436]",-0.84284998224653,2,-18.586673633895302,"[-0.01575833956869934, 0.2832486536153668, -1.8345453351931316, -0.8906548547916592, 0.22136938723114144, 0.8399769817949225, 0.9928383983175245, -1.1612905472218098, -0.30158991857011164, 1.7536297881913119, 1.7004907147358763, -1.6816000151957164]",5.5729966,85.1965,7.412388
"[-0.01575833956869934, 0.2832486536153668, -1.8345453351931316, -0.8906548547916592, 0.22136938723114144, 0.8399769817949225, 0.9928383983175245, -1.1612905472218098, -0.30158991857011164, 1.7536297881913119, 1.7004907147358763, -1.6816000151957164]",3.0034744658090355,1,-18.54023211420263,"[-0.22436298521506143, 1.1505791282761793, 1.5495288749793925, -1.5046735936049065, 0.20960857566978727, -0.3474814160024705, -1.2306498163073436, 0.47941697157578816, 0.04780960793437362, -0.276431989728358, -0.7207958619819248, 0.05152986825529161]",6.4915037,54.7443,6.686778
"[-0.22436298521506143, 1.1505791282761793, 1.5495288749793925, -1.5046735936049065, 0.20960857566978727, -0.3474814160024705, -1.2306498163073436, 0.47941697157578816, 0.04780960793437362, -0.276431989728358, -0.7207958619819248, 0.05152986825529161]",0.07132814686922628,1,-17.104559622173795,"[2.5951540627667224, 1.586398838047477, -1.7689754896051773, -0.5583694716086467, 2.4833859973922436, 1.0249214359578889, 0.012925933996748316, -0.1803917467665877, 2.657250705801178, 0.747945188255709, 1.0041792025603606, 0.21631012320809156]",5.5907936,71.775925,7.2037177
"[2.5951540627667224, 1.586398838047477, -1.7689754896051773, -0.5583694716086467, 2.4833859973922436, 1.0249214359578889, 0.012925933996748316, -0.1803917467665877, 2.657250705801178, 0.747945188255709, 1.0041792025603606, 0.21631012320809156]",0.22181906578100719,1,-14.31226863738531,"[0.4715659552450758, -0.2086971043637866, 1.10085973658472, 0.3800545107095998, -0.9612349251035355, -0.880389594277683, 0.5732216428727216, 1.4705512873679303, -0.17727375564433887, -0.5613282222656932, -0.4206238652849655, 0.7653016183872627]",6.3697257,79.44956,6.7767334
"[0.4715659552450758, -0.2086971043637866, 1.10085973658472, 0.3800545107095998, -0.9612349251035355, -0.880389594277683, 0.5732216428727216, 1.4705512873679303, -0.17727375564433887, -0.5613282222656932, -0.4206238652849655, 0.7653016183872627]",-0.33852389855979476,2,-16.901252770085964,"[0.5293788831203474, 0.918640498641333, 0.8333239346846427, -1.0411272662733444, 0.2636657057127613, -0.11386857137471718, 0.749216457299441, -0.09120162285043466, -0.01198060379118804, -0.1703327884841186, -0.053674532669315926, -0.2583754534709499]",6.297111,81.85993,6.8867006
"[0.5293788831203474, 0.918640498641333, 0.8333239346846427, -1.0411272662733444, 0.2636657057127613, -0.11386857137471718, 0.749216457299441, -0.09120162285043466, -0.01198060379118804, -0.1703327884841186, -0.053674532669315926, -0.2583754534709499]",-0.01710028645901409,0,-13.591961484661065,"[0.17471062187571587, -0.47495058619903635, 0.3208364764980776, 0.9830286452683048, 0.18654278659438467, -0.4742909045958986, -0.0730788751981727, 0.9662606032542673, -0.03960959829817578, -0.1675615526217437, 0.6062260830046162, -0.29258057881080346]",6.1580114,70.59803,7.0844593
"[0.17471062187571587, -0.47495058619903635, 0.3208364764980776, 0.9830286452683048, 0.18654278659438467, -0.4742909045958986, -0.0730788751981727, 0.9662606032542673, -0.03960959829817578, -0.1675615526217437, 0.6062260830046162, -0.29258057881080346]",0.11448346862516265,1,-13.533675887471164,"[0.3089282009027779, -0.4709016815499278, -0.8602253996043824, 1.1717079707297657, 0.2642202305184333, 0.4999498011406359, -0.8774780635287118, -0.9050758847792614, -0.025440107758211154, -0.2628080102643875, 0.2709455811056609, -0.06749908527516026]",5.837447,59.58123,6.9839826
"[0.3089282009027779, -0.4709016815499278, -0.8602253996043824, 1.1717079707297657, 0.2642202305184333, 0.4999498011406359, -0.8774780635287118, -0.9050758847792614, -0.025440107758211154, -0.2628080102643875, 0.2709455811056609, -0.06749908527516026]",0.6792197102088336,1,-12.956880026953842,"[1.4345153090759042, 0.04447762319367008, 0.4239937561866272, 0.6543155360390746, 1.1714965863825852, 0.6536203494414826, -0.6872524922755432, -0.5012114378985421, -0.6464401329464299, -0.7988778115747658, 0.904685917324384, 1.4207681478525926]",6.1860104,62.1865,7.1739016
